unit_id,project,language,attempt,rng_seed,generation_complete,evaluator_return_code,passed,failure_stage,architecture_team_sha256,initial_repository_tree_sha256,generated_repository_tree_sha256,evidence_path,generation_report_path,evaluator_log_path
p05_brick_breaker_game_python,p05_brick_breaker_game,python,1,4156409372,True,2,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,985c799da078681b8786461cb5055d23649c713e22dad2ccf89857e171cdb6b6,units/p05_brick_breaker_game/python/attempts/0001_seed_4156409372/evidence.json,units/p05_brick_breaker_game/python/attempts/0001_seed_4156409372/generation_report.json,units/p05_brick_breaker_game/python/attempts/0001_seed_4156409372/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,2,3996841867,True,1,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,64887954833f59efbe1a2e1b24ca561c5e5e884519eaa84e01fa2e7999a76a66,units/p05_brick_breaker_game/python/attempts/0002_seed_3996841867/evidence.json,units/p05_brick_breaker_game/python/attempts/0002_seed_3996841867/generation_report.json,units/p05_brick_breaker_game/python/attempts/0002_seed_3996841867/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,3,3615039475,True,2,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,3349a7131131510fc1ec4e47bb8fd6485b99bc006f87f6ed2e81e0946d13763f,units/p05_brick_breaker_game/python/attempts/0003_seed_3615039475/evidence.json,units/p05_brick_breaker_game/python/attempts/0003_seed_3615039475/generation_report.json,units/p05_brick_breaker_game/python/attempts/0003_seed_3615039475/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,4,544923765,True,2,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,c31ab4d9015349d725d6b6d2bb7609c60960a15673d04a9d374067d33e180009,units/p05_brick_breaker_game/python/attempts/0004_seed_544923765/evidence.json,units/p05_brick_breaker_game/python/attempts/0004_seed_544923765/generation_report.json,units/p05_brick_breaker_game/python/attempts/0004_seed_544923765/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,5,2846781535,True,1,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,7116b4cad32cf817582fba6be5f0b138bc6182bc69630bb5106322ab4524eb45,units/p05_brick_breaker_game/python/attempts/0005_seed_2846781535/evidence.json,units/p05_brick_breaker_game/python/attempts/0005_seed_2846781535/generation_report.json,units/p05_brick_breaker_game/python/attempts/0005_seed_2846781535/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,6,3690566238,True,2,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,67982dcfcb6244e4c9bd76a12a9e8a0d0c3ba437b23f73522948c3c005fe7e05,units/p05_brick_breaker_game/python/attempts/0006_seed_3690566238/evidence.json,units/p05_brick_breaker_game/python/attempts/0006_seed_3690566238/generation_report.json,units/p05_brick_breaker_game/python/attempts/0006_seed_3690566238/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,7,408113274,True,1,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,c25fda66003b6c10d8b05f36a7a65f181095b25da5662edc43213ec14748f8c0,units/p05_brick_breaker_game/python/attempts/0007_seed_408113274/evidence.json,units/p05_brick_breaker_game/python/attempts/0007_seed_408113274/generation_report.json,units/p05_brick_breaker_game/python/attempts/0007_seed_408113274/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,8,758141799,True,1,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,160255b437c81f7e7cc8dd9fb086b417c119e35e9d296ab83295b8c99b9c16ca,units/p05_brick_breaker_game/python/attempts/0008_seed_758141799/evidence.json,units/p05_brick_breaker_game/python/attempts/0008_seed_758141799/generation_report.json,units/p05_brick_breaker_game/python/attempts/0008_seed_758141799/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,9,1113104341,True,2,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,7c7218d64adac6e2be4bdb0a5b3d61fcfb35ddc7e0386fcfe66d67cdd1d763a3,units/p05_brick_breaker_game/python/attempts/0009_seed_1113104341/evidence.json,units/p05_brick_breaker_game/python/attempts/0009_seed_1113104341/generation_report.json,units/p05_brick_breaker_game/python/attempts/0009_seed_1113104341/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,10,563137701,True,1,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,96626579453f10e7fe86284ec6379c09e570e013d48a4ee9c5ced62a27c6aec3,units/p05_brick_breaker_game/python/attempts/0010_seed_563137701/evidence.json,units/p05_brick_breaker_game/python/attempts/0010_seed_563137701/generation_report.json,units/p05_brick_breaker_game/python/attempts/0010_seed_563137701/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,11,3738517063,True,1,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,09aa7226a82595fe411e4069f9ec3d1f80d08e9d8166e1c0cb4f5dbbe4c5da7e,units/p05_brick_breaker_game/python/attempts/0011_seed_3738517063/evidence.json,units/p05_brick_breaker_game/python/attempts/0011_seed_3738517063/generation_report.json,units/p05_brick_breaker_game/python/attempts/0011_seed_3738517063/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,12,3336081195,True,1,False,evaluation,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,5e90d70772f77c1090a773391e40f12b0bed8dc84da23999fccf8001409f689f,units/p05_brick_breaker_game/python/attempts/0012_seed_3336081195/evidence.json,units/p05_brick_breaker_game/python/attempts/0012_seed_3336081195/generation_report.json,units/p05_brick_breaker_game/python/attempts/0012_seed_3336081195/evaluator.log
p05_brick_breaker_game_python,p05_brick_breaker_game,python,13,432197098,True,0,True,,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,6a484d79c440b210e5042e786683331f4bd0117687ebd8c91caab4a60412a453,units/p05_brick_breaker_game/python/attempts/0013_seed_432197098/evidence.json,units/p05_brick_breaker_game/python/attempts/0013_seed_432197098/generation_report.json,units/p05_brick_breaker_game/python/attempts/0013_seed_432197098/evaluator.log
p06_tank_battle_game_cpp,p06_tank_battle_game,cpp,1,3631673466,True,2,False,evaluation,1dee866f73858b8d671c2bdd6385f3832d968dcab058184d0338e3cffda421d7,a95f2649922d966ddab89d56f3efa2b070fd6fbff54bfda133f5f253b665805f,53e9c18c8102f8e636fc3025adfb8d57116fd0217ebd2d578a9e5a39cde7ecbb,units/p06_tank_battle_game/cpp/attempts/0001_seed_3631673466/evidence.json,units/p06_tank_battle_game/cpp/attempts/0001_seed_3631673466/generation_report.json,units/p06_tank_battle_game/cpp/attempts/0001_seed_3631673466/evaluator.log
p06_tank_battle_game_cpp,p06_tank_battle_game,cpp,2,2867542341,True,2,False,evaluation,1dee866f73858b8d671c2bdd6385f3832d968dcab058184d0338e3cffda421d7,a95f2649922d966ddab89d56f3efa2b070fd6fbff54bfda133f5f253b665805f,32a967789f9020de11a70ab7d5fcc6fbe3e0f3f3db99dafa43a5b596fd8c7de7,units/p06_tank_battle_game/cpp/attempts/0002_seed_2867542341/evidence.json,units/p06_tank_battle_game/cpp/attempts/0002_seed_2867542341/generation_report.json,units/p06_tank_battle_game/cpp/attempts/0002_seed_2867542341/evaluator.log
p06_tank_battle_game_cpp,p06_tank_battle_game,cpp,3,1423652811,True,0,True,,1dee866f73858b8d671c2bdd6385f3832d968dcab058184d0338e3cffda421d7,a95f2649922d966ddab89d56f3efa2b070fd6fbff54bfda133f5f253b665805f,3a785db9ad605ab99fddf0db4b9166843e19f6290afe3488984c00f2578b8a36,units/p06_tank_battle_game/cpp/attempts/0003_seed_1423652811/evidence.json,units/p06_tank_battle_game/cpp/attempts/0003_seed_1423652811/generation_report.json,units/p06_tank_battle_game/cpp/attempts/0003_seed_1423652811/evaluator.log
p06_tank_battle_game_java,p06_tank_battle_game,java,1,573870900,True,0,True,,ffd84b34deb72ac8b8cca4a83df026458047e882d4d6b81a1c38f6e441008c6b,1153b64a6e6f4932afddc146fd8b710c0329067a713e6bbea73cff37100ffc9c,75345bdf6caa02525a9180fe39d15a963229a4e0fd48247da9f5416f4cbf329b,units/p06_tank_battle_game/java/attempts/0001_seed_573870900/evidence.json,units/p06_tank_battle_game/java/attempts/0001_seed_573870900/generation_report.json,units/p06_tank_battle_game/java/attempts/0001_seed_573870900/evaluator.log
p06_tank_battle_game_python,p06_tank_battle_game,python,1,687686819,True,1,False,evaluation,eccf1d8d0c25fc9135ec4977f6c34f89c8d889962f86b0a5ee02346c5b6aea66,f2fdc4e833ef90520909a0fc2cc6fa88887200260784d2709f26e4605dd8d515,332da12b8f1325ec0dfee34aa2169f97d06c3fcee2f5a07216b5f5a47f9d4c43,units/p06_tank_battle_game/python/attempts/0001_seed_687686819/evidence.json,units/p06_tank_battle_game/python/attempts/0001_seed_687686819/generation_report.json,units/p06_tank_battle_game/python/attempts/0001_seed_687686819/evaluator.log
